18:45:07|СОЛЛЕРС|SVAV|681.5|-2.22%|85.36|-0.4%|23.36|-48%
18:45:29|АшинскийМЗ|AMEZ|67.32|+0.73%|82.48|-1.0%|33.56|+439%
18:45:14|Газпрнефть|SIBN|515.95|+0.27%|77.49|-0.6%|2 446.27|-35%
18:45:09|Татнфт 3ап|TATNP|472|+0.4%|77.18|+3.0%|1 100.14|-19%
18:45:23|Юнипро ао|UPRO|1.854|-0.43%|76.45|-3.3%|116.89|-79%
18:45:13|Мечел ап|MTLRP|190.9|+0.13%|74.97|+2.7%|98.82|-34%
18:45:17|УралСиб ао|USBN|0.1646|-7.53%|68.16|+17.2%|59.28|-57%
18:45:13|РусГидро|HYDR|0.8706|-1.15%|59.74|-1.3%|387.24|-70%
18:45:15|ТМК ао|TRMK|129.96|-1.32%|58.42|-1.9%|134.27|-35%
18:45:09|ОГК-2 ао|OGKB|0.72|+0.04%|57.51|+1.0%|79.52|+22%
18:45:13|ЭН+ГРУП ао|ENPG|447.8|-0.97%|55.53|+1.3%|286.08|-27%
18:45:15|М.видео|MVID|188.5|-0.63%|51.98|-0.8%|33.89|-0%
18:45:21|iГЕНЕТИКО|GECO|32.2|+0.01%|50.78|+0.6%|2.67|+87%
18:45:05|РоссЦентр|MRKC|0.3974|+1.22%|50.52|-0.4%|16.78|+287%
18:45:27|Распадская|RASP|283.15|-0.4%|48.23|-0.7%|188.50|-56%
18:45:22|РДБанк ао|RDRB|221|+9.41%|43.22|+22.8%|4.19|+54%
18:45:19|AGRO-гдр|AGRO|848.2|-0.82%|39.08|-0.6%|114.11|-13%
18:45:02|ОргСинт ап|KZOSP|29.27|-0.75%|38.09|+4.7%|203.43|-43%
18:45:13|iВУШХолднг|WUSH|211.1|-0.36%|37.18|-1.7%|23.51|+12%
18:45:23|ЦМТ ао|WTCM|12.56|+17.16%|36.04|+19.8%|15.22|+5425%
18:39:06|РСетиМР ао|MSRS|1.145|+0.44%|34.60|-7.2%|55.77|-3%
18:45:08|Лента ао|LENT|730|+1.11%|33.90|+0.8%|84.67|+278%
18:45:02|ETLN-гдр|ETLN|81.7|-0.63%|33.75|-2.9%|31.33|-13%
18:39:53|Росбанк ао|ROSB|102|-0.97%|32.99|-2.3%|158.24|+12%
18:45:10|РсетСиб ао|MRKS|0.3875|+0.52%|32.29|+4.6%|36.74|+2370%
18:45:11|АбрауДюрсо|ABRD|276|-1.22%|31.35|-1.7%|27.05|+3%
18:45:08|ОргСинт ао|KZOS|112|-0.18%|29.04|+3.2%|203.43|-42%
18:45:08|Селигдар|SELG|49.75|+0.1%|28.99|-0.2%|51.24|+15%
18:45:13|КрасОкт-ао|KROT|1789|+0.51%|28.03|+3.6%|17.55|+43%
18:45:16|iИСКЧ ао|ISKJ|104.92|-0.27%|27.80|+1.7%|9.72|-58%
18:45:06|GEMC-гдр|GEMC|610.7|-1.9%|27.69|+14.8%|55.17|-48%
18:45:22|МРСК Ур|MRKU|0.2916|-1.02%|26.99|-7.7%|25.49|+203%
18:39:49|ЦМТ ап|WTCMP|9.72|+21.8%|26.17|+23.0%|15.22|+3838%
18:45:29|МГТС-4ап|MGTSP|1208|+0.5%|26.01|-1.9%|158.63|+83%
18:45:21|ТГК-1|TGKA|0.008994|-0.07%|25.68|-0.6%|34.67|-7%
18:45:19|MDMG-гдр|MDMG|637|+2.68%|25.66|+0.5%|47.85|+29%
18:45:20|НКНХ ап|NKNCP|82.58|-0.86%|25.61|+4.2%|197.42|-69%
18:45:26|ГТМ ао|GTRK|79.8|-1.78%|24.21|+1.9%|4.67|-20%
18:45:01|Аптеки36и6|APTK|13.204|+0.72%|24.17|+6.1%|100.75|-61%
18:45:04|ЧеркизГ-ао|GCHE|3029|+0.03%|22.13|-0.2%|127.89|+65%
18:39:52|МордЭнСб|MRSB|0.522|-5.26%|20.41|-4.7%|0.70|+610%
18:45:13|Ростел -ап|RTKMP|72.15|+0.56%|18.41|+0.1%|249.59|+14%
18:45:22|ВСМПО-АВСМ|VSMO|48560|+0.33%|17.05|-1.5%|559.87|+72%
18:45:27|Акрон|AKRN|18998|+0.08%|16.89|+0.0%|698.31|+49%
18:45:20|ДетскийМир|DSKY|71.32|-0.06%|16.49|+0.3%|52.71|+2%
18:45:18|Ренессанс|RENI|70.92|-0.25%|16.34|+0.3%|39.50|-51%
18:45:18|OKEY-гдр|OKEY|31.62|-0.85%|15.03|+2.0%|8.51|-14%
18:39:58|Химпром ап|HIMCP|22.61|+2.77%|14.28|+7.3%|5.19|+8%
18:38:11|ТГК-2|TGKB|0.005265|+1.06%|14.04|+0.1%|7.86|+176%
18:45:27|ИНАРКТИКА|AQUA|590.5|-0.25%|14.03|-2.0%|51.89|-61%
18:45:08|ЮТэйр ао|UTAR|9.7|-0.41%|13.97|+12.9%|76.59|-61%
18:45:26|Белон ао|BLNG|24.125|-1.35%|13.95|+0.4%|27.74|-14%
18:30:00|ИНГРАД ао|INGR|1528|+0.13%|13.76|+0.4%|62.99|+2%
18:45:13|ИКРУСС-ИНВ|RUSI|62.4|+1.79%|12.90|+0.6%|6.80|+2315%
18:45:28|iАвиастКао|UNAC|0.705|+1.08%|12.89|-0.6%|375.72|+27%
18:39:19|НКХП ао|NKHP|404.5|+1.38%|12.60|+2.0%|27.34|+475%
18:45:00|СтаврЭнСбп|STSBP|1.981|-2.37%|12.19|+4.3%|2.12|+250%
18:45:02|Лензол. ап|LNZLP|2990|-0.5%|11.23|+1.5%|18.50|-47%
18:45:05|Светофор|SVET|30.25|-2.1%|10.33|+2.4%|0.68|-53%
18:32:55|ИРКУТ-3|IRKT|58.95|-0.08%|10.10|-1.4%|122.92|+20%
18:45:14|ЭЛ5Энер ао|ELFV|0.5664|-0.25%|9.03|+1.1%|20.03|-71%
18:45:23|РсетВол ао|MRKV|0.0406|-0.49%|8.89|+0.5%|7.65|+47%
18:45:11|РСетиСЗ ао|MRKZ|0.03755|-0.4%|8.30|-3.3%|3.60|-12%
18:37:59|СаратНПЗ-п|KRKNP|12940|-0.31%|8.20|+0.3%|11.67|-24%
18:45:21|ВХЗ-ао|VLHZ|163.75|+1.58%|7.82|+7.2%|0.82|-83%
18:45:13|Русолово|ROLO|0.7224|+0.07%|7.78|-1.2%|21.67|+55%
18:45:01|ЕвроЭлтех|EELT|12.5|+0.32%|7.76|-1.6%|7.63|+186%
18:38:04|ДонскЗР п|DZRDP|3000|-1.64%|7.55|+25.5%|1.47|+13%
18:45:09|ЗаводДИОД|DIOD|11.75|+0.17%|7.55|-0.9%|1.08|+229%
18:45:17|Телеграф-п|CNTLP|12.64|-0.63%|6.91|-0.9%|3.16|-35%
18:45:17|РСетиЛЭ|LSNG|14.4|-0.07%|6.89|-0.8%|142.79|-9%
18:04:13|Приморье|PRMB|38800|+2.65%|6.64|+6.6%|9.70|+129%
18:45:25|ПермьЭнСб|PMSB|155.5|+0.71%|6.52|+2.6%|7.41|+56%
18:45:02|Мегион-ап|MFGSP|270|-1.64%|5.82|-2.7%|48.72|+43%
18:34:32|Телеграф|CNTL|14.82|0%|5.54|+0.7%|3.16|+73%
18:45:03|Куйбазот|KAZT|657.2|-0.45%|5.25|-1.5%|156.34|-69%
18:45:21|Русгрэйн|RUGR|15.15|-2.48%|5.17|-4.9%|0.65|+37%
18:45:19|ЭнергияРКК|RKKE|14110|0%|5.06|-1.3%|26.01|-71%
18:45:01|Таттел. ао|TTLK|0.712|-0.49%|5.00|-1.0%|14.84|+25%
18:45:20|Лензолото|LNZL|15310|+0.07%|5.00|-0.9%|18.50|-16%
18:45:07|НКНХ ао|NKNC|111.3|-0.76%|4.99|+0.6%|197.42|-52%
18:45:02|Мостотрест|MSTT|219.35|-0.45%|4.76|+1.5%|61.90|-64%
18:37:25|МагадЭн ао|MAGE|5.57|-1.07%|4.67|-3.3%|3.24|+445%
18:45:01|iНаукаСвяз|NSVZ|255|-1.73%|4.64|+2.8%|1.20|-25%
18:45:27|ТГК-2 ап|TGKBP|0.01098|-0.27%|4.28|-0.7%|7.86|+91%
18:39:10|ЧЗПСН ао|PRFN|3.712|-0.56%|3.59|+0.7%|3.11|-61%
18:45:05|НЕФАЗ|NFAZ|370.5|+2.07%|3.56|-0.3%|2.98|+112%
18:45:29|Россети СК|MRKK|17.44|+2.35%|3.54|+5.4%|15.51|+302%
18:35:35|Левенгук|LVHK|22.43|+1.95%|3.53|-1.5%|1.19|-54%
18:45:22|КалужскСК|KLSB|18.02|-0.44%|3.42|-1.1%|1.65|-31%
18:39:43|ДЭК ао|DVEC|1.573|-1.5%|3.19|+0.4%|27.04|-6%
18:45:21|Красэсб ао|KRSB|13.66|+1.71%|3.15|+4.8%|10.41|+112%
18:45:20|ГАЗ ао|GAZA|872|-0.63%|3.08|-3.8%|16.90|-77%
18:45:24|Ижсталь ап|IGSTP|4008|+1.57%|2.74|+6.4%|5.13|-75%
18:26:18|ГАЗ ап|GAZAP|519|-0.19%|2.56|+3.8%|16.90|-62%
18:38:15|РГС СК ао|RGSS|0.2252|+0.27%|2.55|+0.8%|110.33|-27%
18:45:15|КрасОкт-1п|KROTP|719|+2.86%|2.54|+3.8%|17.55|+197%
18:32:11|РязЭнСб|RZSB|33.2|0%|2.44|-1.5%|6.89|+43%
18:45:21|Ижсталь2ао|IGST|5074|-2.69%|2.35|+7.4%|5.13|-84%
18:45:17|ТНСэнрг ао|TNSE|1020|+6.25%|2.26|+5.7%|13.94|+171%
18:45:28|ЭсЭфАй ао|SFIN|501|-0.28%|2.25|+0.0%|55.93|-48%
18:38:24|РСетКубань|KUBE|142.5|-0.07%|2.18|+1.8%|47.69|+91%
17:56:59|КосогМЗ ао|KMTZ|226.5|+0.44%|2.10|+3.2%|6.44|-34%
18:37:14|ВыбСудЗ ап|VSYDP|6940|+3.89%|2.00|+4.5%|13.21|+1188%
18:33:10|ПермьЭнС-п|PMSBP|156.4|+0.26%|1.98|+0.9%|7.41|-9%
18:37:53|ЯТЭК ао|YAKG|116.7|+0.13%|1.98|-0.8%|96.50|+18%
18:45:08|ТНСэнВорон|VRSB|346.8|-0.06%|1.97|-1.1%|21.27|-53%
18:45:26|Куйбазот-п|KAZTP|665.4|+0.21%|1.84|-1.8%|156.34|-56%
18:29:27|Сахэнер ао|SLEN|4.105|+0.49%|1.76|0|5.08|-47%
18:45:21|iММЦБ ао|GEMA|919|-1.29%|1.73|-2.9%|1.37|+506%
18:14:52|ГазпРнД ао|RTGZ|29600|+1.37%|1.65|-1.3%|3.56|+125%
18:45:27|РоссЮг ао|MRKY|0.0486|-0.61%|1.58|-1.3%|7.37|-5%
18:24:51|HMSG-гдр|HMSG|186.5|+0.54%|1.51|-1.8%|4.37|-50%
18:45:20|Слав-ЯНОСп|JNOSP|14.5|+4.32%|1.49|+6.9%|28.57|-30%
18:36:57|ТамбЭнСб|TASB|1.1945|-0.38%|1.36|-0.1%|1.97|-13%
18:38:07|ДонскЗР|DZRD|3310|-4.2%|1.36|+9.1%|1.47|+8%
18:37:43|БурЗолото|BRZL|1220|-1.29%|1.33|+0.8%|8.61|+378%
18:39:41|КМЗ|KMEZ|1271|-0.78%|1.32|+1.7%|4.78|+141%
18:24:13|ЧКПЗ ао|CHKZ|12650|-1.17%|1.31|+0.4%|7.59|+415%
18:45:01|Красэсб ап|KRSBP|13.4|-1.47%|1.26|+0.9%|10.41|+166%
18:23:31|СамарЭн-ап|SAGOP|2.692|-1.03%|1.26|-3.2%|10.84|+44%
18:38:36|ТЗА ао|TUZA|171|-0.87%|1.15|+0.3%|1.41|-8%
18:24:10|СтаврЭнСб|STSB|1.864|-0.21%|1.11|+3.6%|2.12|+61%
18:30:34|МагадЭн ап|MAGEP|4.52|+1.57%|1.11|+2.7%|3.24|+849%
18:45:29|ЮУНК ао|UNKL|9700|+0.52%|1.10|-0.4%|5.82|-30%
18:36:59|МГТС-5ао|MGTS|1755|-0.85%|1.10|-3.0%|158.63|+543%
18:29:16|Якутскэнрг|YKEN|0.372|-0.13%|1.09|+0.8%|3.45|+321%
18:45:04|ВолгЭнСб|VGSB|6.4|-0.39%|1.02|-0.7%|2.42|+35%
18:27:45|ВолгЭнСб-п|VGSBP|4.675|+1.85%|1.01|-1.2%|2.42|+119%
18:38:16|VEON|VEON-RX|50.75|+0.3%|0.98|-1.5%|88.77|-62%
18:30:37|ЧМК ао|CHMK|6005|+0.42%|0.96|+0.5%|18.99|-38%
18:35:41|БашИнСв ап|BISVP|11.22|-1.92%|0.95|-0.2%|0.41|-49%
18:33:20|ОМЗ-ап|OMZZP|9820|-1.8%|0.95|-0.6%|27.01|-18%
18:39:11|ГК РБК ао|RBCM|3.67|0%|0.93|+0.4%|1.34|-62%
18:35:08|ТНСэнНН ао|NNSB|2695|-0.37%|0.92|-2.2%|11.55|+394%
18:23:12|Нижкамшина|NKSH|34.02|-0.58%|0.90|-1.7%|2.17|-67%
17:43:17|СамарЭн-ао|SAGO|2.666|-0.3%|0.86|-4.9%|10.84|-39%
18:34:06|ЗИЛ ао|ZILL|3360|-0.59%|0.84|-0.7%|8.91|+3%
18:38:02|РОСИНТЕРао|ROST|76.4|-0.52%|0.84|+1.1%|1.25|+76%
18:19:16|ТНСэнРст|RTSB|1.466|-0.54%|0.82|-1.2%|12.91|+134%
18:25:43|КурганГКап|KGKCP|53.8|+1.51%|0.77|+0.4%|6.99|+102%
18:35:27|ТНСэМаЭл-п|MISBP|42.6|+1.43%|0.73|-0.2%|4.74|-16%
18:07:45|ТНСэКубань|KBSB|255|-0.39%|0.71|+3.0%|4.56|+15%
18:27:26|ТНСэнЯр|YRSB|358|-1.1%|0.62|-0.6%|6.75|+430%
18:39:07|Славн-ЯНОС|JNOS|25.8|+3.41%|0.61|+8.9%|28.57|+116%
18:30:20|iНПОНаука|NAUK|338.6|-0.47%|0.57|-0.8%|3.99|-31%
18:45:02|Арсагера|ARSA|6.89|+0.58%|0.49|+5.8%|0.85|-48%
18:22:49|ТНСэнЯр-п|YRSBP|137|+0.37%|0.46|-0.7%|6.75|+154%
18:34:20|Электрцинк|ELTZ|401.5|-0.74%|0.44|-0.7%|0.56|+61%
18:45:14|ТРК ап|TORSP|0.3795|+1.34%|0.41|+4.1%|2.45|+26%
18:20:53|КамчатЭ ап|KCHEP|0.525|-1.87%|0.40|-4.2%|11.55|+190%
18:29:40|ТРК ао|TORS|0.583|-1.35%|0.38|-0.9%|2.45|+62%
18:12:17|ТамбЭнСб-п|TASBP|0.6715|-0.96%|0.37|-1.4%|1.97|+48%
18:10:42|ТНСэнВор-п|VRSBP|96.2|-0.41%|0.35|-1.8%|21.27|+48%
17:58:01|СаратНПЗ|KRKN|11300|0%|0.34|+0.4%|11.67|-26%
18:45:20|ЗВЕЗДА ао|ZVEZ|5.585|+0.45%|0.32|+1.5%|3.14|-61%
18:19:30|КамчатЭ ао|KCHE|0.235|-0.63%|0.31|-1.1%|11.55|-10%
18:28:58|СаратЭн-ао|SARE|0.22|-0.45%|0.31|-2.1%|1.36|-73%
18:03:55|ЛЭСК ао|LPSB|16|+0.31%|0.31|-0.6%|2.49|-62%
18:17:41|ПавлАвт ао|PAZA|7220|-0.82%|0.30|+1.4%|11.32|-16%
18:39:32|ЮжКузб. ао|UKUZ|1472|-0.27%|0.30|+1.1%|53.21|+87%
18:29:18|СаратЭн-ап|SAREP|0.1916|-0.1%|0.28|-0.1%|1.36|-66%
18:08:35|КоршГОК ао|KOGK|45800|-0.87%|0.27|+1.3%|11.46|-51%
18:07:52|ВыбСудЗ ао|VSYD|6795|+1.87%|0.27|+1.1%|13.21|+103%
18:45:09|ТКЗКК ап|KRKOP|16.73|+0.06%|0.27|-3.3%|1.19|-47%
18:38:18|Мегион-ао|MFGS|400|+0.38%|0.25|-1.5%|48.72|-85%
16:59:30|ОКС ао|UCSS|920|+1.1%|0.24|+0.5%|21.82|-6%
17:46:10|ТНСэнРст-п|RTSBP|1.075|+1.22%|0.23|+1.3%|12.91|-62%
18:39:51|Якутскэн-п|YKENP|0.3685|-1.34%|0.19|-0.8%|3.45|-65%
18:05:24|ТНСэнНН ап|NNSBP|932|-0.85%|0.18|-1.7%|11.55|+96%
18:28:30|Варьеган-п|VJGZP|730|+0.55%|0.18|+1.5%|37.31|-3%
18:05:37|ТНСэнМарЭл|MISB|35.2|0%|0.16|-0.6%|4.74|-0%
18:39:01|РН-ЗапСиб|CHGZ|46|-0.86%|0.16|+0.4%|1.24|-69%
18:25:28|АстрЭнСб|ASSB|1.196|-0.83%|0.14|-0.3%|0.93|-52%
15:33:16|УрКузница|URKZ|22550|+0.22%|0.14|+0.2%|12.35|-14%
17:13:42|КСБ ап|KTSBP|0.749|-0.6%|0.11|+3.7%|1.74|-66%
17:42:50|Варьеган|VJGZ|1825|+0.55%|0.10|+4.9%|37.31|-43%
18:27:37|КСБ ао|KTSB|1.876|-0.74%|0.09|+1.1%|1.74|-90%
18:27:26|КурганГКао|KGKC|50.8|-0.39%|0.08|-1.6%|6.99|-60%
